grid_id,building_count,dominant_era,district,total_floor_area_m2,mean_solar_score,R5_savings_GWh,annual_pv_GWh,co2_avoided_kt,climate_delta,solar_score_norm,retrofit_score_norm,carbon_score_norm,climate_score_norm,integrated_score,rank_integrated,in_p1_priority,centroid_lon,centroid_lat
1479,1,era2,Yuhua,104117.5000,72.5715,7.6099,4.0398,6.6438,0.0562,100.0000,63.7900,68.4100,12.3700,65.2900,132,True,113.0241,28.1159
1607,18,era1,Yuhua,86031.4900,47.1515,8.2788,2.6385,6.2261,0.0547,70.3400,66.9200,66.0200,54.4000,65.2600,133,False,113.0398,28.1382
1451,78,era2,Furong,328645.0300,45.6868,26.7360,8.8824,20.3132,0.0562,58.1200,94.9300,96.2700,0.3000,65.2300,134,False,113.0201,28.1746
811,38,era2,Yuelu,165862.7600,45.3650,9.1165,4.2833,7.6419,0.0527,54.5500,71.0900,73.3200,63.7900,65.1100,135,False,112.9400,28.2479
846,22,era1,Yuelu,137546.5800,45.1198,16.3308,3.8921,11.5331,0.0562,52.4600,87.0300,84.9500,31.3000,65.1000,136,False,112.9446,28.2208
1210,91,era1,Furong,266269.6700,43.3443,31.4996,4.8876,20.7516,0.0561,28.0200,97.1700,96.8700,40.5400,65.0400,137,False,112.9900,28.1976
721,5,era2,Yuelu,80359.0100,54.4900,3.5362,2.9985,3.7267,0.0505,92.2500,42.9200,49.6300,72.2800,64.9300,138,False,112.9291,28.2120
1115,12,era3,Tianxin,132141.1200,50.3568,3.6336,2.3929,3.4369,0.0470,84.0500,43.6700,46.9400,85.8400,64.8700,139,True,112.9787,28.1391
1248,111,era1,Furong,256626.7100,43.4266,31.5317,4.4449,20.5174,0.0562,29.3600,97.3200,96.4200,37.6300,64.8100,140,False,112.9948,28.1840
1243,52,era1,Tianxin,321307.2000,44.5817,38.8118,10.0039,27.8396,0.0562,46.6500,98.2100,98.9600,7.3800,64.7300,141,False,112.9944,28.1614
1121,82,era1,Tianxin,204039.9400,44.0482,20.9202,3.6294,14.0007,0.0559,38.1500,90.0100,89.2700,42.0300,64.7100,142,False,112.9792,28.1662
1541,37,era2,Furong,167737.2700,45.9867,12.6153,2.3976,8.5619,0.0562,60.9500,80.0300,76.9000,35.0200,64.6800,143,False,113.0310,28.2105
1314,21,era2,Tianxin,97798.1400,48.3655,6.0013,3.1381,5.2122,0.0528,76.6000,57.8200,58.4200,63.1900,64.6500,144,False,113.0037,28.1117
794,44,era2,Yuelu,198948.3800,45.7869,17.7114,6.3295,13.7105,0.0562,58.7200,88.2300,88.5200,14.2300,64.6400,145,False,112.9386,28.1712
1376,36,era2,Furong,168528.0500,44.9294,14.2544,5.2801,11.1405,0.0562,50.6700,83.1600,83.6100,38.6000,64.5900,146,False,113.0105,28.2063
1244,87,era1,Tianxin,211321.9100,44.1758,24.3817,3.8154,16.0808,0.0562,40.0900,93.8900,92.1000,29.8100,64.5800,147,False,112.9945,28.1659
395,14,era3,Yuelu,125681.0500,49.5656,2.9535,4.5899,4.3020,0.0462,81.8200,37.8500,53.2000,89.7200,64.4800,148,True,112.8886,28.2216
726,5,era3,Yuelu,75965.6400,56.1704,3.4692,2.4686,3.3863,0.0509,94.0400,42.0300,46.3500,71.0900,64.3100,149,True,112.9296,28.2345
1341,49,era1,Furong,192207.5300,44.2966,21.4633,4.8613,15.0129,0.0562,42.6200,90.6100,90.3100,31.3000,64.2900,150,False,113.0060,28.2334
752,68,era2,Yuelu,195473.2400,44.2606,16.1495,5.1018,12.1196,0.0559,41.7300,86.5900,86.1400,42.7700,64.2800,151,False,112.9334,28.1668
1251,53,era1,Furong,155037.0800,44.6472,18.1967,4.0786,12.7036,0.0562,47.5400,88.3800,87.1800,29.8100,64.1700,152,False,112.9951,28.1975
1336,73,era2,Furong,197125.5500,44.6251,14.0226,3.1738,9.8071,0.0558,47.2400,82.8600,80.3300,43.9600,63.8900,153,False,113.0055,28.2109
882,6,era1,Tianxin,68815.7900,50.4883,5.8027,2.4820,4.7248,0.0549,84.3500,56.0400,56.0400,52.6100,63.8500,154,False,112.9493,28.1982
1159,51,era2,Tianxin,150270.7100,44.8743,9.6298,3.1345,7.2795,0.0531,49.9300,73.4700,71.9800,61.8500,63.7900,155,False,112.9841,28.1525
1202,63,era1,Tianxin,181072.2800,45.3428,21.1967,4.0505,14.3985,0.0562,54.2500,90.3100,89.7200,12.3700,63.7900,155,False,112.9893,28.1615
640,59,era2,Yuelu,164233.8300,44.7155,10.6897,3.6849,8.1978,0.0544,48.2900,76.3000,75.5600,56.3300,63.7600,157,False,112.9190,28.2166
1648,20,era2,Yuhua,96880.7100,49.1552,6.9546,3.3758,5.8914,0.0559,80.9200,61.8500,62.0000,42.4700,63.7200,158,True,113.0449,28.1381
1039,70,era1,Tianxin,176141.1800,44.0183,19.9334,4.0431,13.6738,0.0561,37.1100,89.5700,88.3800,40.0900,63.7000,159,False,112.9691,28.1663
603,4,era3,Yuelu,107500.9100,59.0986,2.6718,0.7517,1.9524,0.0465,96.1300,35.9200,32.3400,88.0800,63.7000,159,True,112.9143,28.2348
1036,69,era1,Tianxin,185109.0000,43.7627,16.8088,3.0363,11.3177,0.0551,34.4300,87.7800,83.9000,50.9700,63.6400,161,False,112.9688,28.1528
1241,34,era2,Tianxin,150098.6700,46.4323,10.9707,4.3586,8.7423,0.0562,64.8300,77.0500,77.6500,27.5700,63.6100,162,False,112.9943,28.1524
227,16,era2,Yuelu,98938.9400,48.8792,4.3349,3.5831,4.5156,0.0505,79.7300,47.6900,54.2500,72.5800,63.5900,163,True,112.8679,28.2038
1114,8,era3,Tianxin,87855.3400,52.5541,3.0034,3.0252,3.4381,0.0485,88.2300,38.1500,47.0900,81.2200,63.5800,164,True,112.9787,28.1346
1333,37,era1,Furong,201649.2900,44.1898,24.7766,6.6311,17.9118,0.0562,40.3900,94.0400,94.7800,21.0100,63.4900,165,False,113.0053,28.1974
687,44,era3,Yuelu,180328.6300,46.2449,4.2377,5.0977,5.3240,0.0462,62.8900,47.2400,59.4600,91.6500,63.2600,166,False,112.9246,28.2436
1096,25,era1,Furong,89454.6200,46.8149,8.4531,2.6295,6.3204,0.0556,67.5100,67.6600,66.3200,47.0900,63.2300,167,True,112.9755,28.2384
1119,67,era2,Tianxin,176708.4800,44.2243,13.3677,3.6652,9.7139,0.0548,40.6900,81.3700,80.0300,52.9100,63.2100,168,False,112.9791,28.1571
688,21,era3,Yuelu,110035.7800,48.5089,2.5858,3.6636,3.5640,0.0462,77.3500,35.1700,47.9900,99.2500,63.2000,169,True,112.9247,28.2481
1245,79,era1,Furong,201426.0800,44.0608,23.1394,4.0287,15.4940,0.0562,38.4500,92.2500,91.3600,27.5700,63.0000,170,False,112.9946,28.1704
766,14,era2,Yuelu,121038.5600,46.3626,6.3564,4.2712,6.0609,0.0522,64.3800,59.1700,64.2300,65.4200,63.0000,170,False,112.9346,28.2300
1035,84,era1,Tianxin,204233.1200,44.4859,23.4319,3.7172,15.4831,0.0562,46.0500,92.5500,91.2100,15.7200,62.9700,172,False,112.9687,28.1483
763,40,era1,Yuelu,111456.7400,44.8934,10.8936,2.7713,7.7931,0.0554,50.3700,76.9000,73.9200,49.3300,62.8300,173,False,112.9343,28.2164
686,48,era3,Yuelu,170996.6500,46.4829,4.4227,4.2113,4.9240,0.0467,65.4200,48.1400,56.7800,87.0300,62.8300,173,False,112.9245,28.2391
641,61,era2,Yuelu,160346.9500,44.6200,11.0278,2.9325,7.9616,0.0549,46.9400,77.5000,74.8100,52.3100,62.7600,175,False,112.9191,28.2212
1413,4,era1,Furong,74495.0600,54.4662,8.8707,2.8059,6.6592,0.0562,92.1000,70.4900,68.5500,1.1900,62.7200,176,True,113.0153,28.1882
1120,81,era2,Tianxin,224163.6400,44.6562,21.4311,5.0301,15.0908,0.0562,47.6900,90.4600,90.4600,15.7200,62.6800,177,False,112.9792,28.1616
1300,18,era1,Furong,87129.6000,49.0077,8.6770,2.4650,6.3543,0.0562,80.1800,68.7000,66.6200,23.4700,62.6800,177,False,113.0009,28.2335
746,1,era3,Other,62891.9500,63.6958,1.4780,2.4402,2.2346,0.0462,98.5100,22.5000,35.0200,96.6500,62.6400,179,True,112.9329,28.1397
358,19,era3,Yuelu,138221.3000,46.8686,5.3339,2.1364,4.2603,0.0493,68.4100,53.6500,52.7600,77.3500,62.6400,179,False,112.8838,28.2397
848,26,era2,Yuelu,103188.1400,47.0398,6.1241,3.0885,5.2539,0.0533,69.9000,58.4200,58.8700,60.9500,62.4600,181,True,112.9448,28.2298
764,65,era2,Yuelu,225686.7700,43.5132,18.7885,5.4448,13.8202,0.0559,31.1500,89.1200,88.8200,43.0700,62.4600,181,False,112.9344,28.2209
1006,29,era1,Yuelu,182222.2500,44.3252,22.3896,6.3734,16.4035,0.0562,43.3700,91.6500,92.8500,16.6900,62.4100,183,False,112.9646,28.2025
613,34,era3,Yuelu,152729.9600,46.4556,3.9966,4.8558,5.0486,0.0468,65.1300,45.7500,57.6800,86.8900,62.1800,184,False,112.9151,28.2799
1247,111,era1,Furong,251453.9600,43.5997,30.0743,4.8866,19.9382,0.0562,31.8900,95.6800,95.8300,23.4700,62.1300,185,False,112.9948,28.1795
1067,48,era3,Tianxin,146333.1500,45.5951,5.8243,4.8281,6.0751,0.0497,57.2300,56.4800,64.3800,75.5600,62.1000,186,True,112.9731,28.1076
1489,14,era2,Yuhua,86959.6000,48.1574,6.4818,2.9219,5.3630,0.0555,75.5600,59.6100,59.7600,47.8400,62.0700,187,False,113.0250,28.1610
724,51,era3,Yuelu,189348.6200,45.3877,5.7060,3.8551,5.4527,0.0476,54.8400,55.5900,60.6600,83.3100,61.9200,188,False,112.9294,28.2255
812,1,era2,Yuelu,71862.8900,64.4623,5.2525,2.7883,4.5857,0.0562,98.9600,53.2000,54.9900,26.0100,61.8500,189,True,112.9401,28.2524
1240,31,era2,Tianxin,119324.3100,45.7984,8.0170,3.5818,6.6148,0.0548,58.8700,65.8700,67.9600,53.3500,61.6800,190,False,112.9942,28.1479
1196,62,era2,Tianxin,155626.9500,44.7417,8.7559,3.0569,6.7369,0.0530,48.5800,69.1500,69.0000,62.4400,61.6100,191,False,112.9888,28.1344
271,5,era3,Yuelu,75763.4400,54.2684,1.7804,2.8230,2.6253,0.0462,91.8000,26.6800,39.2000,91.0600,61.6000,192,True,112.8732,28.2173
1292,47,era1,Furong,142248.9200,44.0649,16.7578,2.3163,10.8779,0.0562,38.6000,87.4800,83.1600,35.0200,61.4600,193,False,113.0002,28.1974
1259,30,era2,Furong,141888.4300,46.8880,12.9334,4.2959,9.8259,0.0562,68.7000,80.4800,80.4800,3.0600,61.4600,193,False,112.9958,28.2336
393,30,era3,Yuelu,125920.8600,46.1872,5.5318,3.6726,5.2493,0.0505,62.5900,54.6900,58.5700,72.4300,61.3800,195,False,112.8884,28.2126
629,12,era2,Yuelu,64359.9400,53.1365,4.4646,2.4972,3.9703,0.0555,89.5700,48.5800,51.1200,48.5800,61.3800,195,True,112.9182,28.1670
1355,16,era2,Tianxin,114094.6100,47.2000,3.5911,3.7481,4.1856,0.0479,70.6400,43.3700,52.3100,82.5600,61.1800,197,False,113.0088,28.1116
787,42,era2,Other,114728.2100,45.4644,9.2098,2.1240,6.4637,0.0556,55.7400,71.5400,67.2100,47.5400,61.1300,198,False,112.9380,28.1397
1286,96,era1,Furong,263572.2200,44.2425,30.2342,3.7575,19.3855,0.0562,41.1300,95.9800,95.6800,3.9500,61.0600,199,False,112.9997,28.1704
475,42,era2,Yuelu,132381.4100,45.1717,8.9583,2.8535,6.7363,0.0552,52.9100,70.7900,68.8500,50.6700,61.0100,200,False,112.8986,28.2124
1493,14,era2,Furong,80030.6700,46.8133,8.3135,2.4045,6.1125,0.0562,67.3600,67.0600,64.5300,38.9000,61.0100,200,False,113.0253,28.1790
1206,24,era1,Furong,115208.1800,44.1159,12.9216,3.3088,9.2562,0.0557,39.0500,80.3300,79.4300,46.3500,60.9700,202,False,112.9897,28.1795
852,50,era3,Kaifu,154404.0200,45.5424,5.8494,2.8356,4.9530,0.0493,56.7800,56.6300,56.9300,77.5000,60.9100,203,False,112.9451,28.2479
1203,64,era1,Tianxin,185630.8300,44.6338,21.9560,4.7862,15.2511,0.0562,47.3900,91.2100,90.7600,5.8900,60.9100,203,False,112.9894,28.1660
282,41,era3,Yuelu,176251.5900,44.3572,6.2777,5.7538,6.8616,0.0488,44.4100,59.0200,69.7500,79.5800,60.9000,205,False,112.8741,28.2669
1261,21,era3,Furong,112912.4400,48.3850,3.0675,2.5127,3.1824,0.0470,76.7500,38.7500,44.2600,86.4400,60.7900,206,True,112.9959,28.2426
1606,26,era2,Yuhua,101874.9000,44.8434,10.8092,2.5164,7.5996,0.0561,49.7800,76.6000,73.0300,41.1300,60.7500,207,False,113.0397,28.1337
891,7,era1,Kaifu,81635.8300,53.8585,7.4814,0.4831,4.5421,0.0562,90.9100,63.0400,54.5500,17.8800,60.6700,208,False,112.9500,28.2388
1193,37,era3,Tianxin,176409.5400,44.0230,8.7204,5.3469,8.0226,0.0516,37.4100,69.0000,75.1100,68.1100,60.5700,209,False,112.9886,28.1209
1074,4,era3,Tianxin,56718.7500,54.8213,2.4150,2.2007,2.6323,0.0502,92.7000,33.3800,39.3400,73.7700,60.4500,210,True,112.9737,28.1392
1688,1,era2,Yuhua,76750.6400,64.8405,5.6097,2.9779,4.8975,0.0562,99.1100,55.1400,56.6300,14.2300,60.4500,210,True,113.0499,28.1335
1273,12,era2,Tianxin,70194.3800,49.9916,4.9481,2.5424,4.2718,0.0557,83.1600,52.1600,52.9100,46.0500,60.3900,212,True,112.9986,28.1117
1080,73,era2,Tianxin,161290.3000,43.7652,12.9455,2.1914,8.6326,0.0550,34.5800,80.6300,77.2000,51.8600,60.3800,213,False,112.9741,28.1662
1343,12,era3,Furong,70877.5100,50.2638,3.3254,2.3533,3.2386,0.0509,83.7600,40.5400,44.7100,70.6400,60.3600,214,True,113.0061,28.2425
351,31,era3,Yuelu,117556.4900,46.5431,2.7626,3.3786,3.5023,0.0462,66.0200,36.9600,47.5400,99.7000,60.3400,215,False,112.8832,28.2081
1242,70,era2,Tianxin,163922.6600,44.0388,13.6859,2.8082,9.4066,0.0559,37.8500,81.9700,79.5800,42.1800,60.3000,216,False,112.9943,28.1569
1458,9,era2,Furong,93095.5900,50.1749,8.0070,3.3957,6.5030,0.0562,83.6100,65.7200,67.6600,9.4600,60.2200,217,False,113.0207,28.2062
1091,46,era1,Furong,249926.4700,42.6535,30.7085,2.3201,18.8362,0.0562,22.0600,96.5700,95.2300,27.5700,60.1500,218,False,112.9751,28.2158
602,3,era2,Yuelu,88570.6700,62.4877,6.4736,0.5403,4.0000,0.0562,98.3600,59.3100,51.4200,12.3700,60.0600,219,True,112.9142,28.2302
268,9,era3,Yuelu,79112.8000,49.6673,2.5103,2.8011,3.0291,0.0480,82.1200,34.2800,43.5200,82.1200,60.0500,220,False,112.8730,28.2037
1520,20,era3,Yuhua,94443.1700,49.1183,2.3948,2.6080,2.8531,0.0466,80.7700,33.0800,41.8800,87.4800,60.0300,221,False,113.0292,28.1158
1094,10,era2,Furong,78401.4800,48.5778,8.4550,2.8212,6.4308,0.0562,77.9400,67.8100,67.0600,14.2300,59.9800,222,False,112.9753,28.2294
805,74,era1,Yuelu,191427.7700,43.8050,23.2437,3.9883,15.5304,0.0562,35.3200,92.4000,91.5100,16.6900,59.9600,223,False,112.9395,28.2209
1326,62,era1,Tianxin,156599.9800,44.0448,18.6413,3.2576,12.4889,0.0562,38.0000,88.9700,86.8900,22.0600,59.8800,224,False,113.0047,28.1658
1237,49,era2,Tianxin,154074.8600,44.2527,8.7663,3.3315,6.8994,0.0530,41.5800,69.3000,70.1900,62.5900,59.8200,225,False,112.9939,28.1344
1356,1,era2,Tianxin,84878.5400,65.4191,6.2038,3.2933,5.4162,0.0562,99.4000,58.5700,60.0600,1.7900,59.7600,226,True,113.0089,28.1161
711,73,era2,Yuelu,185821.6400,43.4992,15.7696,4.1931,11.3847,0.0561,30.8500,85.6900,84.3500,39.6400,59.7600,226,False,112.9283,28.1669
1198,61,era2,Tianxin,163896.5000,44.1355,15.2209,3.9477,10.9319,0.0562,39.6400,84.6500,83.3100,28.9100,59.7300,228,False,112.9890,28.1435
1287,96,era1,Furong,217818.8300,43.7769,24.8199,2.9691,15.8481,0.0562,34.8700,94.1900,91.9500,12.3700,59.5800,229,False,112.9998,28.1749
1327,64,era1,Furong,201803.6400,42.5116,24.3313,5.8432,17.2085,0.0562,21.3100,93.5900,94.0400,31.3000,59.5400,230,False,113.0048,28.1703
643,19,era3,Yuelu,100009.3100,48.4606,2.4590,2.6990,2.9416,0.0464,77.2000,33.8300,42.4700,88.3800,59.4800,231,True,112.9193,28.2302
1565,39,era2,Yuhua,113871.1100,45.0291,8.1112,2.2746,5.9230,0.0543,51.8600,66.3200,62.5900,57.0800,59.3900,232,False,113.0346,28.1338
927,4,era2,Yuelu,75492.6800,57.6703,5.7948,0.6425,3.6712,0.0562,95.2300,55.8900,49.0300,21.0100,59.3400,233,True,112.9547,28.2161
1083,34,era1,Furong,108966.0200,43.6485,12.3515,2.9614,8.7330,0.0553,32.9400,79.7300,77.5000,50.0700,59.3200,234,False,112.9744,28.1798
1194,44,era3,Tianxin,145136.9600,45.9643,3.9769,3.0245,3.9929,0.0470,60.5100,45.4500,51.2700,86.1400,59.2700,235,False,112.9887,28.1254
1125,81,era1,Furong,361407.6500,42.7670,44.4062,2.8308,26.9393,0.0562,23.2500,98.9600,98.8100,14.2300,59.2700,235,False,112.9796,28.1842
1076,52,era2,Tianxin,159956.4400,44.9997,14.8816,3.0966,10.2530,0.0562,51.7100,83.9000,81.9700,10.4300,59.1600,237,False,112.9738,28.1482
1161,72,era2,Tianxin,151927.2300,43.6326,13.6995,1.6790,8.7704,0.0557,32.3400,82.1200,77.7900,45.9000,59.0800,238,False,112.9842,28.1616
517,127,era2,Yuelu,278535.0700,42.2862,22.0253,7.0010,16.5537,0.0562,19.2300,91.5100,93.2900,35.0200,58.8800,239,False,112.9038,28.2169
1566,23,era2,Yuhua,86237.3900,45.9242,5.8104,2.3366,4.6462,0.0528,60.3600,56.1800,55.2900,63.3400,58.6900,240,False,113.0347,28.1383
1277,11,era2,Tianxin,78674.2100,48.2337,3.0113,2.1220,2.9275,0.0488,75.8600,38.3000,42.3200,79.2800,58.5700,241,False,112.9989,28.1298
1154,20,era3,Tianxin,85904.9100,46.9880,3.6606,2.3635,3.4356,0.0496,69.4500,43.8200,46.8000,75.8600,58.5100,242,False,112.9837,28.1300
1103,49,era2,Kaifu,195845.8700,43.8771,7.9508,2.8710,6.1717,0.0498,36.2100,65.4200,65.2800,74.6600,58.4800,243,False,112.9761,28.2700
885,50,era1,Yuelu,109367.5500,43.7802,12.1753,1.3559,7.7169,0.0556,35.0200,79.2800,73.7700,46.9400,58.4300,244,False,112.9495,28.2117
1332,132,era1,Furong,294824.2700,40.7778,36.2251,5.8239,23.9805,0.0562,12.3700,98.0600,97.9100,27.5700,58.2200,245,False,113.0052,28.1928
1246,105,era1,Furong,227507.2700,43.1824,26.7224,3.7978,17.4057,0.0562,26.6800,94.7800,94.3400,14.2300,58.1500,246,False,112.9947,28.1750
531,67,era3,Yuelu,167365.6900,44.6686,4.9237,3.7711,4.9586,0.0475,47.8400,51.7100,57.0800,84.0500,58.0900,247,False,112.9049,28.2800
1337,43,era3,Furong,134038.0300,45.1214,5.5158,2.7073,4.6896,0.0499,52.6100,54.2500,55.4400,74.5200,58.0500,248,False,113.0056,28.2154
1282,20,era2,Tianxin,104665.9600,46.7771,8.5389,3.3126,6.7589,0.0562,67.0600,68.4100,69.1500,17.8800,58.0500,248,False,112.9993,28.1523
1118,60,era2,Tianxin,144039.6300,44.1643,13.7256,1.5600,8.7174,0.0562,39.9400,82.2700,77.3500,28.9100,57.9100,250,False,112.9790,28.1526
642,90,era2,Yuelu,220283.6600,42.0084,12.8321,4.8569,10.0880,0.0534,17.8800,80.1800,81.3700,60.6600,57.8200,251,False,112.9192,28.2257
1079,40,era2,Tianxin,115940.2900,44.8798,10.6585,2.2484,7.3608,0.0562,50.0700,76.1500,72.1300,27.5700,57.8100,252,False,112.9741,28.1617
1647,24,era2,Yuhua,96102.5300,45.3356,10.0384,3.2646,7.5867,0.0562,53.9500,74.5200,72.8800,23.4700,57.8100,252,False,113.0448,28.1336
999,9,era1,Tianxin,65615.5200,48.6298,6.5347,2.4851,5.1440,0.0562,78.2400,59.9100,58.2700,23.4700,57.7900,254,True,112.9641,28.1709
896,31,era2,Kaifu,107726.1100,45.3001,6.1030,3.1084,5.2532,0.0530,53.5000,58.2700,58.7200,62.1500,57.7100,255,False,112.9504,28.2613
1288,120,era1,Furong,212708.8300,41.9510,25.4688,3.0683,16.2747,0.0562,17.5900,94.3400,92.5500,27.5700,57.6000,256,False,112.9999,28.1794
748,14,era2,Yuelu,80772.2700,47.0219,5.8669,2.9602,5.0341,0.0561,69.6000,56.7800,57.5300,40.8300,57.5900,257,False,112.9331,28.1488
762,5,era2,Yuelu,45209.1800,54.2800,2.2698,1.6782,2.2516,0.0518,91.9500,31.7400,35.1700,67.0600,57.5500,258,True,112.9342,28.2119
1049,62,era1,Yuelu,194298.1400,42.5771,23.8734,3.1080,15.3875,0.0562,21.7600,93.1400,91.0600,23.4700,57.3800,259,False,112.9699,28.2114
1372,20,era1,Furong,80195.3100,44.8397,9.3687,2.6023,6.8271,0.0562,49.6300,71.8300,69.4500,35.0200,57.3300,260,False,113.0102,28.1883
1127,264,era1,Furong,277050.1000,35.8566,34.0411,2.1780,20.6557,0.0562,2.9800,97.6200,96.7200,38.6000,57.2400,261,False,112.9797,28.1932
1331,66,era1,Furong,193405.8400,43.7064,23.7638,5.1283,16.4772,0.0562,33.6800,92.8500,93.0000,3.2800,57.2200,262,False,113.0051,28.1883
1608,9,era2,Yuhua,88635.2300,48.3503,6.6977,3.3164,5.7111,0.0562,76.4500,60.9500,61.2500,17.8800,57.0500,263,False,113.0399,28.1427
1329,64,era1,Furong,225655.4100,43.0214,26.0362,6.2551,18.4157,0.0562,25.1900,94.4900,94.9300,10.4300,56.9800,264,False,113.0049,28.1793
