grid_id,building_count,dominant_era,district,total_floor_area_m2,mean_solar_score,R5_savings_GWh,annual_pv_GWh,co2_avoided_kt,climate_delta,solar_score_norm,retrofit_score_norm,carbon_score_norm,climate_score_norm,integrated_score,rank_integrated,in_p1_priority,centroid_lon,centroid_lat
994,74,era2,Tianxin,149343.7000,43.3873,10.1543,1.2301,6.4925,0.0533,28.9100,74.9600,67.5100,61.2500,56.9100,265,False,112.9636,28.1483
1158,26,era2,Tianxin,97187.5900,45.4624,5.5291,2.3344,4.4845,0.0524,55.5900,54.5500,54.1000,64.9800,56.8600,266,False,112.9840,28.1480
1330,101,era1,Furong,254407.5500,42.5313,30.8253,5.8112,20.8938,0.0562,21.4600,96.8700,97.1700,9.4600,56.8300,267,False,113.0050,28.1838
1205,32,era1,Furong,96912.7600,44.4894,11.4448,2.4408,7.9189,0.0562,46.2000,78.6900,74.5200,22.0600,56.7800,268,False,112.9896,28.1750
507,1,era3,Yuelu,31360.0400,59.6960,0.7370,1.2168,1.1142,0.0462,96.7200,15.3500,22.3500,93.2200,56.7400,269,True,112.9030,28.1717
1232,32,era3,Tianxin,96193.6000,45.9046,4.3505,2.5042,3.9093,0.0508,59.7600,47.8400,50.8200,71.2400,56.6900,270,False,112.9935,28.1118
1038,67,era1,Tianxin,155290.2600,43.9029,16.3832,2.8123,10.9472,0.0562,36.5100,87.1800,83.4600,14.2300,56.6400,271,False,112.9690,28.1618
1249,116,era1,Furong,248752.8000,42.9370,30.5643,4.5823,20.0441,0.0562,24.4400,96.4200,95.9800,5.8900,56.6300,272,False,112.9949,28.1885
1368,64,era1,Furong,146071.7900,42.4657,14.8159,3.0988,10.2167,0.0558,20.7200,83.7600,81.8200,44.5600,56.6200,273,False,113.0099,28.1702
851,13,era3,Yuelu,66254.0800,48.1544,2.9903,1.8410,2.7553,0.0507,75.4100,38.0000,41.1300,71.5400,56.5600,274,False,112.9450,28.2433
601,32,era2,Yuelu,117101.4700,44.2710,8.4831,3.5072,6.8381,0.0556,42.0300,68.1100,69.6000,47.6900,56.5000,275,False,112.9141,28.2257
1001,2,era1,Tianxin,38373.9600,54.9704,4.7150,1.4889,3.5381,0.0562,93.0000,50.3700,47.6900,19.3700,56.4200,276,True,112.9642,28.1799
1199,44,era2,Tianxin,117699.1100,43.8275,9.5765,2.4915,6.8824,0.0555,35.4700,73.0300,70.0400,48.4400,56.2500,277,False,112.9891,28.1480
1328,85,era1,Furong,153202.4500,41.8607,18.4497,2.0537,11.6931,0.0562,16.8400,88.6700,85.3900,37.3300,56.2000,278,False,113.0049,28.1748
1377,66,era2,Furong,153714.6700,43.4339,10.3304,2.3724,7.2444,0.0551,29.8100,75.4100,71.6800,51.4200,56.1900,279,False,113.0106,28.2108
522,9,era3,Yuelu,59673.6800,48.5935,2.3148,2.2128,2.5821,0.0494,78.0900,32.3400,38.3000,76.7500,56.1400,280,True,112.9042,28.2394
1334,36,era1,Furong,125237.7900,44.4622,15.2405,3.3228,10.5866,0.0562,45.7500,84.8000,82.7100,2.1600,56.1400,280,False,113.0054,28.2019
440,17,era3,Yuelu,77799.7500,46.4095,3.8598,2.5241,3.6407,0.0516,64.6800,44.5600,48.5800,67.9600,56.0800,282,False,112.8940,28.2396
1109,8,era3,Tianxin,54407.2500,49.7877,2.0852,1.9304,2.2901,0.0493,82.5600,29.5100,35.3200,76.9000,56.0700,283,True,112.9782,28.1120
1153,25,era3,Tianxin,86391.3900,46.5389,3.4708,1.8205,3.0176,0.0497,65.7200,42.1800,43.3700,75.1100,56.0700,283,True,112.9836,28.1255
1110,7,era3,Tianxin,59708.3800,49.3354,1.5986,2.3167,2.2329,0.0469,81.3700,24.4400,34.8700,86.7400,56.0600,285,True,112.9783,28.1165
599,42,era2,Yuelu,114342.0400,44.0200,8.1561,3.0315,6.3803,0.0542,37.2600,66.6200,66.7700,57.6800,56.0500,286,False,112.9139,28.2167
729,30,era3,Yuelu,104876.9100,45.8132,2.4646,2.8802,3.0481,0.0462,59.0200,33.9800,43.8200,96.8700,56.0400,287,False,112.9298,28.2481
1142,8,era2,Kaifu,45971.5000,51.8511,2.0763,1.7837,2.2014,0.0508,86.5900,29.3600,34.7200,71.3900,56.0100,288,True,112.9810,28.2609
1128,134,era1,Furong,1013283.5700,35.9111,119.4493,8.1857,72.7902,0.0562,3.1300,99.7000,99.7000,26.0100,55.9900,289,False,112.9798,28.1977
767,6,era3,Yuelu,55089.6300,50.8901,1.5133,1.8275,1.9053,0.0470,85.2500,22.8000,31.8900,85.9900,55.9900,289,True,112.9346,28.2345
683,81,era2,Yuelu,167605.6100,43.4640,8.8694,1.7379,6.0494,0.0523,30.2500,70.3400,63.7900,65.2800,55.9900,289,False,112.9243,28.2256
998,47,era1,Tianxin,102909.8900,43.6014,10.3724,2.0091,7.0612,0.0556,32.0400,75.7100,70.9400,47.2400,55.9600,292,False,112.9640,28.1664
765,52,era2,Yuelu,140844.3500,43.5977,10.3575,3.0818,7.6645,0.0558,31.7400,75.5600,73.4700,45.0100,55.8900,293,False,112.9345,28.2255
1126,118,era1,Furong,282781.6500,40.7225,29.7199,3.3580,18.8643,0.0562,11.9200,95.5300,95.3800,21.0100,55.5100,294,False,112.9797,28.1887
1375,39,era1,Furong,118702.3100,43.8311,12.9521,2.9514,9.0697,0.0562,35.7700,80.7700,79.1400,23.4700,55.4800,295,False,113.0105,28.2018
1047,176,era1,Yuelu,253750.1100,36.3641,30.7855,5.9259,20.9365,0.0562,3.2800,96.7200,97.3200,29.8100,55.4300,296,False,112.9697,28.2024
971,6,era2,Yuelu,61908.3000,46.8420,5.9501,0.3558,3.5962,0.0561,67.6600,57.5300,48.1400,40.6900,55.3200,297,False,112.9600,28.2296
809,4,era2,Yuelu,51459.1900,50.3879,1.4046,1.8019,1.8287,0.0470,84.2000,21.9100,30.7000,86.2900,55.2300,298,False,112.9398,28.2389
837,35,era2,Tianxin,110985.5800,44.7563,10.7270,3.8299,8.3018,0.0562,49.0300,76.4500,76.0100,11.2500,55.1000,299,False,112.9439,28.1802
1209,94,era1,Furong,266066.3600,42.4763,32.4604,4.2549,20.9387,0.0562,20.8600,97.4700,97.4700,0.4500,55.0800,300,False,112.9899,28.1931
1437,3,era2,Tianxin,34729.9500,54.7925,1.5887,1.2850,1.6389,0.0509,92.5500,24.2900,29.0600,70.9400,55.0500,301,False,113.0189,28.1114
506,1,era3,Yuelu,27324.5400,58.9043,0.6421,1.0602,0.9708,0.0462,95.9800,13.7100,19.6700,90.3900,54.9200,302,True,112.9029,28.1672
1335,66,era2,Furong,159177.5000,42.8429,12.2583,3.4893,8.9808,0.0561,23.9900,79.4300,78.6900,40.3900,54.8400,303,False,113.0054,28.2064
1072,20,era2,Tianxin,81629.2000,45.7067,4.3061,2.0720,3.6374,0.0520,58.2700,47.5400,48.4400,66.7700,54.7800,304,False,112.9735,28.1301
1077,36,era2,Tianxin,90907.6200,44.3828,7.7593,1.7608,5.4293,0.0554,44.8600,64.3800,60.3600,49.4800,54.7400,305,False,112.9739,28.1527
1564,34,era3,Yuhua,106216.4200,45.9680,2.6657,2.1610,2.7527,0.0465,60.6600,35.7700,40.9800,87.9300,54.7100,306,False,113.0345,28.1292
1173,22,era1,Furong,63086.3700,45.5476,7.7514,1.5406,5.2993,0.0562,56.9300,63.9300,59.1700,32.1900,54.5300,307,False,112.9852,28.2157
838,17,era3,Tianxin,54725.1500,46.5432,3.5885,1.5791,2.9471,0.0522,66.1700,43.2200,42.9200,65.5700,54.5200,308,False,112.9439,28.1847
1364,41,era2,Tianxin,101299.5800,44.3981,8.1295,1.3714,5.4184,0.0558,45.0100,66.4700,60.2100,44.8600,54.4600,309,False,113.0095,28.1522
788,24,era2,Yuelu,76197.7100,46.1039,4.1108,1.4859,3.1918,0.0525,61.8500,46.8000,44.5600,64.3800,54.3800,310,False,112.9381,28.1442
886,32,era1,Yuelu,102666.1400,45.6407,9.8594,2.0075,6.7677,0.0562,57.5300,73.9200,69.3000,5.0700,54.3100,311,False,112.9496,28.2162
1116,5,era2,Tianxin,62691.4500,52.1310,4.5821,1.9185,3.7073,0.0562,87.1800,49.4800,49.1800,16.6900,54.1700,312,True,112.9788,28.1436
888,30,era2,Yuelu,92327.5000,45.8638,8.3655,2.1480,5.9958,0.0562,59.3100,67.2100,63.1900,17.8800,54.1700,312,False,112.9498,28.2252
1168,219,era1,Furong,351354.0000,39.3305,42.5635,3.8111,26.4475,0.0562,7.6000,98.8100,98.5100,12.3700,54.1000,314,False,112.9848,28.1931
680,35,era2,Yuelu,89519.0700,45.0917,6.2040,1.3919,4.3319,0.0552,52.3100,58.7200,53.3500,50.5200,54.0800,315,False,112.9241,28.2121
1069,9,era3,Tianxin,51947.8300,48.9421,1.4375,1.8923,1.8990,0.0471,80.0300,22.2100,31.5900,85.2500,54.0400,316,True,112.9732,28.1166
1289,130,era1,Furong,232722.1200,42.2746,28.5946,2.5009,17.7338,0.0562,18.7800,95.2300,94.4900,3.9500,53.8900,317,False,112.9999,28.1839
1281,1,era3,Tianxin,19716.3300,57.0287,0.4633,0.7650,0.7005,0.0462,94.6300,11.1800,16.2400,94.3400,53.8600,318,True,112.9993,28.1478
1291,29,era1,Furong,91866.6000,45.1460,11.2876,1.1514,7.0940,0.0562,52.7600,78.2400,71.0900,1.1900,53.7600,319,False,113.0001,28.1929
894,35,era2,Kaifu,89622.8400,44.9996,4.4234,2.4061,3.8949,0.0516,51.5600,48.2900,50.6700,68.2600,53.7400,320,False,112.9503,28.2523
830,20,era2,Tianxin,67948.9000,45.4799,5.0174,2.2093,4.1214,0.0548,55.8900,52.6100,52.1600,53.8000,53.7400,320,False,112.9433,28.1486
1152,29,era2,Tianxin,83316.5500,45.0725,5.0487,2.0299,4.0369,0.0538,52.1600,52.9100,51.5600,59.0200,53.6400,322,False,112.9835,28.1210
1086,107,era1,Furong,575775.1600,37.9080,70.7455,4.7354,43.0468,0.0562,4.6200,99.4000,99.4000,12.3700,53.5600,323,False,112.9746,28.1933
1117,19,era1,Tianxin,67681.6300,46.2697,6.5891,1.3922,4.5517,0.0562,63.3400,60.2100,54.6900,27.5700,53.5200,324,False,112.9789,28.1481
679,6,era2,Yuelu,38715.4100,50.1366,2.3255,1.4015,2.1255,0.0537,83.4600,32.4900,34.1300,59.3100,53.4700,325,True,112.9240,28.2076
1285,81,era1,Tianxin,173937.9200,43.2561,19.3949,2.0523,12.2314,0.0562,27.2700,89.4200,86.4400,5.8900,53.4700,325,False,112.9996,28.1659
707,13,era2,Yuelu,52500.8700,47.1755,3.3434,1.8322,2.9516,0.0544,70.4900,40.9800,43.0700,56.6300,53.3800,327,True,112.9280,28.1488
1563,22,era2,Yuhua,68667.6700,45.9110,4.5131,2.1260,3.7863,0.0548,59.9100,48.8800,50.0700,53.6500,53.3800,327,False,113.0345,28.1247
881,21,era2,Tianxin,75904.3500,45.2881,5.2384,2.2125,4.2493,0.0548,53.3500,53.0600,52.6100,53.5000,53.1400,329,False,112.9492,28.1937
1378,41,era2,Furong,102500.2000,44.3476,7.1715,1.7675,5.0979,0.0556,43.9600,62.5900,57.9700,47.3900,53.0400,330,False,113.0107,28.2153
1208,83,era1,Furong,150071.7900,39.9539,18.4116,1.9565,11.6160,0.0562,9.8400,88.5200,85.2500,32.1900,53.0000,331,False,112.9898,28.1886
1605,27,era3,Yuhua,84247.8100,46.0872,2.1232,2.4679,2.6183,0.0465,61.7000,29.9600,39.0500,87.7800,52.8600,332,False,113.0396,28.1292
828,10,era2,Tianxin,58701.1800,47.2078,2.0758,1.6487,2.1241,0.0487,70.7900,29.2100,33.9800,79.7300,52.7400,333,False,112.9431,28.1396
1224,3,era3,Kaifu,27979.9100,54.0026,1.2467,0.9021,1.2254,0.0506,91.0600,20.5700,23.4000,71.8300,52.5400,334,True,112.9912,28.2607
1167,191,era1,Furong,252137.6900,39.6059,30.4536,2.2591,18.6561,0.0562,8.4900,96.2700,95.0800,10.4300,52.5300,335,False,112.9847,28.1886
1567,7,era1,Yuhua,36905.4100,47.6335,2.4525,1.2010,2.0836,0.0513,72.7300,33.6800,33.6800,69.1500,52.4900,336,False,113.0348,28.1428
1090,27,era1,Furong,72025.4100,44.3738,8.8498,1.5185,5.9130,0.0562,44.7100,70.1900,62.1500,27.5700,52.4100,337,False,112.9750,28.2113
1217,10,era2,Furong,43568.7800,46.5274,4.0267,1.1406,2.9469,0.0551,65.5700,46.0500,42.7700,51.1200,52.2600,338,False,112.9906,28.2292
1139,1,era2,Kaifu,44108.0700,61.6566,3.2239,1.7114,2.8146,0.0562,98.0600,39.9400,41.7300,12.3700,52.2200,339,True,112.9807,28.2473
1034,20,era1,Tianxin,67733.8800,45.5240,7.7574,1.7742,5.4358,0.0562,56.4800,64.0800,60.5100,19.3700,52.1400,340,False,112.9686,28.1437
712,58,era2,Yuelu,137223.8200,44.1237,11.0050,3.1237,8.0576,0.0562,39.2000,77.2000,75.2600,10.4300,52.0600,341,False,112.9284,28.1714
1084,94,era1,Furong,130262.7800,38.6058,15.8434,2.0299,10.1931,0.0561,5.9600,85.8400,81.6700,39.9400,51.8600,342,False,112.9745,28.1843
720,7,era2,Yuelu,58518.0900,46.3328,2.1889,2.1278,2.4618,0.0487,63.9300,30.8500,36.9600,79.8800,51.8000,343,False,112.9291,28.2075
844,9,era2,Yuelu,50513.8800,48.6461,3.6921,1.3832,2.8945,0.0562,78.3900,43.9600,42.1800,33.1600,51.7700,344,False,112.9444,28.2118
572,154,era3,Yuelu,236863.0300,41.8863,6.7827,1.4508,4.6955,0.0473,17.1400,61.4000,55.7400,84.8000,51.6700,345,False,112.9100,28.2799
1301,6,era2,Furong,38096.1900,49.7140,3.3308,1.1690,2.5662,0.0562,82.2700,40.6900,38.0000,35.0200,51.4900,346,True,113.0009,28.2380
1374,23,era1,Furong,86001.6800,44.5740,8.0902,2.3250,5.9398,0.0562,46.5000,66.1700,62.7400,25.0400,51.3600,347,False,113.0104,28.1973
756,2,era3,Yuelu,15394.8200,53.5258,0.3618,0.5973,0.5470,0.0462,90.6100,8.6400,13.5600,94.3400,51.3600,347,True,112.9338,28.1849
845,36,era2,Yuelu,86730.1100,43.9595,7.8959,1.5823,5.4054,0.0558,36.8100,65.2800,59.9100,43.6700,51.3400,349,False,112.9445,28.2163
628,1,era3,Yuelu,14966.7600,55.4447,0.3517,0.5807,0.5318,0.0462,93.5900,8.3500,13.1100,90.0900,51.2200,350,True,112.9181,28.1625
1151,11,era3,Tianxin,50826.1700,47.3569,1.5379,1.5509,1.7616,0.0476,71.6800,23.4000,30.1000,83.1600,51.1800,351,False,112.9834,28.1165
798,9,era1,Yuelu,39300.0600,47.7738,4.1957,1.3420,3.1581,0.0562,73.3200,46.9400,43.9600,31.3000,51.1300,352,False,112.9389,28.1893
719,6,era2,Yuelu,46160.5900,54.8823,3.3739,1.7910,2.9456,0.0562,92.8500,41.4300,42.6200,11.2500,51.0600,353,True,112.9290,28.2030
1340,9,era1,Furong,38936.1800,46.5399,4.7841,1.1256,3.3703,0.0562,65.8700,50.8200,46.0500,34.2000,51.0600,353,False,113.0059,28.2289
1066,14,era3,Tianxin,51778.2400,46.4780,2.4303,1.7553,2.3870,0.0511,65.2800,33.5300,36.3600,69.7500,50.8600,355,False,112.9730,28.1031
1369,38,era2,Furong,100140.5000,42.6487,9.3822,2.2614,6.6404,0.0557,21.9100,71.9800,68.2600,45.1600,50.8500,356,False,113.0099,28.1747
1322,5,era2,Tianxin,31558.0700,49.2993,2.3262,1.1067,1.9578,0.0551,81.2200,32.6400,32.4900,50.8200,50.8200,357,True,113.0044,28.1477
631,67,era2,Yuelu,126749.8500,39.7972,11.3593,3.4247,8.4313,0.0557,9.0900,78.5400,76.6000,45.3100,50.6700,358,False,112.9183,28.1760
1166,92,era1,Furong,140678.1900,40.4734,15.1255,1.4557,9.4563,0.0562,11.3300,84.3500,79.8800,29.8100,50.6400,359,False,112.9847,28.1841
1235,32,era3,Tianxin,107929.8600,44.3499,2.5364,1.9352,2.5501,0.0462,44.1100,34.4300,37.5600,97.3200,50.5400,360,False,112.9938,28.1253
1416,14,era1,Furong,54080.5400,46.0842,5.9111,1.8023,4.3989,0.0562,61.5500,57.2300,53.5000,21.0100,50.5400,360,False,113.0155,28.2017
1487,46,era2,Yuhua,141701.5200,42.8104,6.9716,1.1479,4.6305,0.0516,23.8500,62.0000,55.1400,68.5500,50.4900,362,False,113.0248,28.1520
849,8,era2,Yuelu,54710.6600,48.3201,3.9988,1.8122,3.3140,0.0562,76.3000,45.9000,45.4500,23.4700,50.4400,363,False,112.9448,28.2343
1233,7,era3,Tianxin,42786.5300,47.4337,1.0055,0.4980,0.8574,0.0462,71.9800,18.1800,18.3300,98.1400,50.3400,364,False,112.9936,28.1163
1101,57,era2,Kaifu,114921.9700,43.4765,7.1232,0.8083,4.5233,0.0541,30.4000,62.3000,54.4000,58.2700,50.3400,364,False,112.9759,28.2610
1239,14,era2,Tianxin,79696.5100,46.9373,6.4761,2.3133,5.0126,0.0562,69.0000,59.4600,57.3800,1.1900,50.2500,366,False,112.9941,28.1434
708,20,era3,Yuelu,92192.4700,43.8693,4.9502,2.8286,4.4363,0.0525,36.0700,52.3100,53.8000,64.5300,50.1800,367,False,112.9281,28.1533
1162,11,era2,Tianxin,47002.7200,46.8627,4.6147,1.2524,3.3460,0.0562,68.2600,49.7800,45.9000,27.5700,50.1100,368,False,112.9843,28.1661
1496,8,era2,Furong,61693.9700,48.6716,4.9326,2.2022,4.0690,0.0562,78.6900,52.0100,51.8600,2.6100,50.1000,369,True,113.0256,28.1925
1527,8,era2,Yuhua,34243.5400,48.5676,2.1947,1.0875,1.8718,0.0545,77.6500,31.1500,31.4500,55.7400,50.0800,370,False,113.0298,28.1474
1363,15,era1,Tianxin,44326.6700,45.8732,3.3364,1.0215,2.4853,0.0530,59.4600,40.8300,37.4100,62.3000,50.0300,371,False,113.0094,28.1477
681,58,era2,Yuelu,126182.1900,42.9732,6.5026,1.7763,4.7215,0.0517,24.7400,59.7600,55.8900,67.5100,50.0300,371,False,112.9241,28.2166
751,33,era2,Yuelu,90766.3300,43.6252,6.8133,2.5868,5.3609,0.0553,32.1900,61.7000,59.6100,49.6300,50.0200,373,False,112.9333,28.1623
1003,14,era1,Tianxin,112622.4700,43.0246,13.8379,3.9334,10.1350,0.0562,25.4800,82.4100,81.5200,5.0700,49.6800,374,False,112.9644,28.1889
1172,52,era1,Furong,105154.2000,38.6089,10.1411,2.9520,7.4670,0.0548,6.1100,74.8100,72.5800,53.2000,49.4300,375,False,112.9852,28.2112
1093,26,era1,Furong,76428.1900,43.4272,9.3907,1.6928,6.3209,0.0562,29.5100,72.1300,66.4700,27.5700,49.3000,376,False,112.9752,28.2249
843,44,era2,Yuelu,115620.9300,42.2766,8.6834,2.8481,6.5764,0.0556,18.9300,68.8500,67.8100,46.5000,49.2000,377,False,112.9443,28.2073
1616,10,era2,Furong,64475.1700,48.3187,4.7125,2.4035,4.0583,0.0562,76.1500,50.2200,51.7100,4.6900,49.1900,378,True,113.0406,28.1788
1452,61,era2,Furong,118895.7900,43.4580,11.1197,0.9445,6.8802,0.0562,30.1000,77.7900,69.9000,14.2300,49.1900,378,False,113.0202,28.1791
1138,2,era2,Furong,17745.6500,52.4314,0.8328,0.6885,0.8676,0.0511,87.9300,16.3900,18.6300,69.9000,49.0000,380,True,112.9807,28.2428
1088,61,era1,Furong,108974.2400,40.5131,13.3897,2.2784,8.9355,0.0562,11.4800,81.5200,78.5400,26.0100,48.8100,381,False,112.9748,28.2023
836,2,era2,Tianxin,25417.3800,56.8748,1.8578,0.9862,1.6219,0.0562,94.4900,27.4200,28.9100,32.1900,48.7900,382,True,112.9438,28.1757
878,1,era3,Tianxin,7342.5100,51.3523,0.1725,0.2849,0.2608,0.0462,85.9900,5.0700,8.2000,99.1100,48.7800,383,True,112.9489,28.1801
1459,7,era2,Furong,54392.4900,47.5882,4.1097,2.0979,3.5402,0.0562,72.5800,46.6500,47.8400,16.6900,48.6800,384,True,113.0208,28.2107
995,86,era2,Tianxin,170404.8500,42.3996,13.8641,2.6636,9.4257,0.0562,20.1200,82.5600,79.7300,9.4600,48.6400,385,False,112.9637,28.1528
1000,4,era1,Tianxin,28028.5400,50.7677,3.4439,1.0875,2.5843,0.0562,85.1000,41.8800,38.4500,14.2300,48.6300,386,True,112.9641,28.1754
644,14,era3,Yuelu,84355.4000,45.2479,1.9824,1.0028,1.7025,0.0462,53.2000,28.3200,29.9600,90.3900,48.5300,387,False,112.9194,28.2347
604,4,era3,Yuelu,26949.3900,47.7108,0.6333,0.8845,0.8656,0.0462,72.8800,13.5600,18.4800,94.3400,48.5000,388,False,112.9144,28.2393
283,52,era3,Yuelu,197150.8100,39.7864,4.8222,5.7754,6.0438,0.0464,8.9400,51.1200,63.6400,88.6700,48.4800,389,False,112.8742,28.2714
1454,3,era1,Furong,25022.7400,52.9948,3.0745,0.9709,2.3071,0.0562,89.4200,38.9000,35.4700,14.2300,48.4400,390,True,113.0204,28.1881
1323,20,era2,Tianxin,58830.6900,45.9721,5.4875,1.1998,3.8138,0.0562,60.8000,53.9500,50.3700,19.3700,48.3700,391,False,113.0044,28.1523
1405,43,era1,Tianxin,84307.2700,43.3520,8.5904,1.0506,5.4983,0.0562,28.3200,68.5500,60.9500,35.0200,48.2600,392,False,113.0146,28.1521
1150,22,era3,Tianxin,88991.1500,44.2996,2.5658,2.2210,2.7299,0.0473,42.7700,34.5800,40.5400,84.6500,48.2400,393,False,112.9833,28.1119
793,10,era2,Yuelu,44880.2900,48.0999,3.2803,1.4302,2.6864,0.0562,75.2600,40.3900,40.0900,27.5700,48.2300,394,True,112.9385,28.1667
1366,35,era1,Tianxin,77548.1400,43.1532,6.5490,1.2281,4.4353,0.0543,26.2300,60.0600,53.6500,57.5300,48.1200,395,False,113.0097,28.1612
1216,28,era1,Furong,61187.5900,44.2477,6.8092,0.3943,4.1081,0.0562,41.4300,61.5500,52.0100,33.1600,47.9300,396,False,112.9905,28.2246
1215,8,era1,Furong,46482.6100,49.9076,3.8827,1.6807,3.1728,0.0562,82.8600,44.7100,44.1100,3.9500,47.8800,397,True,112.9904,28.2201
1183,8,era3,Kaifu,29268.5600,47.2702,0.6878,1.1356,1.0399,0.0462,71.0900,14.1600,21.1600,89.5700,47.7200,398,True,112.9861,28.2608
